* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 03-02-2017
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 03-02-2017
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = No
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = TAQMAN
* Date Created = 2018-09-28 13:20:39 PM PDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\Users\INSTR-ADMIN\experiments\Nash\20180801_NS_moteLH09.eds
* Experiment Name = 20180801_NS_moteLH09
* Experiment Run End Time = 2018-08-01 10:16:37 AM PDT
* Experiment Type = Standard Curve
* Instrument Name =       172310454
* Instrument Serial Number = 172310454
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	NOAMP	DRNMIN
39	D3	false	25-18A-T2	D	UNKNOWN	FAM	NFQ-MGB	26.279	25.898	0.538								false	0.010	true	3	25	Amp		0.542	Y	N	Y	N	N
40	D4	false	25-18A-T2	C	UNKNOWN	VIC	NFQ-MGB	32.697	33.880	1.673								false	0.010	true	3	31	Amp		0.881	N	N	Y	N	N
40	D4	false	25-18A-T2	D	UNKNOWN	FAM	NFQ-MGB	25.518	25.898	0.538								false	0.010	true	3	24	Amp		0.461	Y	N	Y	N	N
41	D5	false	25-19A-T2	Ssid	UNKNOWN	SYBR	None	22.173	22.229	0.079								false	0.010	true	3	21	Amp		0.608	Y	N	N	N	N
42	D6	false	25-19A-T2	Ssid	UNKNOWN	SYBR	None	22.285	22.229	0.079								false	0.010	true	3	21	Amp		0.595	Y	N	N	N	N
43	D7	false	25-19A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	37.260									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
43	D7	false	25-19A-T2	D	UNKNOWN	FAM	NFQ-MGB	27.842	27.773	0.096								false	0.010	true	3	27	Amp		0.559	Y	N	N	N	N
44	D8	false	25-19A-T2	C	UNKNOWN	VIC	NFQ-MGB	37.260	37.260									false	0.010	true	3	35	Inconclusive		0.633	Y	N	N	N	N
44	D8	false	25-19A-T2	D	UNKNOWN	FAM	NFQ-MGB	27.705	27.773	0.096								false	0.010	true	3	26	Amp		0.563	Y	N	N	N	N
45	D9	false	21-29B-T2	Ssid	UNKNOWN	SYBR	None	24.865	24.677	0.267								false	0.010	true	3	24	Amp		0.643	Y	N	N	N	N
46	D10	false	21-29B-T2	Ssid	UNKNOWN	SYBR	None	24.488	24.677	0.267								false	0.010	true	3	23	Amp		0.580	Y	N	N	N	N
47	D11	false	21-29B-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
